iter	RMSE
247	0.1258978573
248	0.1257137318
249	0.1255019516
250	0.1253021006
251	0.125049095
252	0.1249142223
253	0.1247719899
254	0.1245918502
255	0.1243912622
256	0.1242535759
257	0.1241077484
258	0.1239371139
259	0.1237243808
260	0.1234742816
261	0.1233337276
262	0.1232003192
263	0.1230494758
264	0.122857906
265	0.1227150528
266	0.1225773808
267	0.1224769618
268	0.1222829851
269	0.1220695073
270	0.1218745126
271	0.121734708
272	0.1215450983
273	0.1213721144
274	0.1212301965
275	0.1210378981
276	0.1208978525
277	0.1207636768
278	0.1205473464
279	0.1203306963
280	0.1201953068
281	0.1200264083
282	0.1198976604
283	0.1197041806
284	0.1196258139
285	0.1195004831
286	0.1193487023
287	0.1192158057
288	0.1190970103
289	0.1190269804
290	0.1189263752
291	0.1188077538
292	0.1187508392
293	0.118632032
294	0.1185595412
295	0.1184071551
296	0.1183163812
297	0.1182056134
298	0.1181700626
299	0.1180584631
300	0.1179915845
301	0.117849561
302	0.117765635
303	0.1176373606
304	0.1175294425
305	0.1174141758
306	0.1172577437
307	0.1171354393
308	0.1170263972
309	0.1168214752
310	0.1166818823
311	0.1165092115
312	0.1163838847
313	0.1162310075
314	0.1161470561
315	0.1160539214
316	0.1159479193
317	0.1158143637
318	0.1156470615
319	0.1155424883
320	0.1154256112
321	0.1153349852
322	0.1151901292
323	0.1150695744
324	0.1149293431
325	0.1148723012
326	0.1147247437
327	0.1145855728
328	0.1144886911
329	0.114398588
330	0.1142545284
331	0.1141849653
332	0.1140613963
333	0.1140308567
334	0.1139563708
335	0.1138713285
336	0.1137929968
337	0.1136439122
338	0.1134868416
339	0.1133812008
340	0.1132980573
341	0.1131454378
342	0.1130411052
343	0.1129247692
344	0.1127850676
345	0.1125822115
346	0.1124506239
347	0.1123110428
348	0.1122608059
349	0.1121776247
350	0.1121266493
351	0.1120513117
352	0.1118826112
353	0.1116923547
354	0.1116165418
355	0.1115558159
356	0.1114955399
357	0.1113659341
358	0.1112545228
359	0.1111381922
360	0.1110645726
361	0.1109849288
362	0.1109475825
363	0.1108226361
364	0.110759043
365	0.1106434618
366	0.1106291384
367	0.1105067318
368	0.1104766112
369	0.1103262657
370	0.1102568636
371	0.1102031063
372	0.1100857488
373	0.1100163165
374	0.1099000262
375	0.1097743909
376	0.1096602372
377	0.1095488167
378	0.1094545117
379	0.1093470367
380	0.1092657301
381	0.1091826838
382	0.1091028253
383	0.1089835967
384	0.1088774717
385	0.1088160804
386	0.1087184061
387	0.1086198015
388	0.1085616926
389	0.1084993088
390	0.1084231877
391	0.108306631
392	0.1081850595
393	0.1081054074
394	0.1080887032
395	0.1080196169
396	0.1079394286
397	0.1077963789
398	0.1077231393
399	0.1076272982
400	0.1075741843
401	0.1074139079
402	0.1073436537
403	0.1072549357
404	0.1071438565
405	0.1070455598
406	0.1069395942
407	0.1068851347
408	0.1068109961
409	0.1066713012
410	0.1065620849
411	0.1064716488
412	0.106360949
413	0.1062539879
414	0.1061895256
415	0.1061768722
416	0.1061138975
417	0.1060323045
418	0.1060008171
419	0.1059414808
420	0.1058170569
421	0.1057440243
422	0.1056572205
423	0.105570846
424	0.1055081213
425	0.1054726823
426	0.1054409097
427	0.1053048278
428	0.1052741767
429	0.1052111582
430	0.105146541
431	0.1050544869
432	0.1049193132
433	0.1049193073
434	0.104867992
435	0.1047782279
436	0.1046676853
437	0.1045724697
438	0.1045235725
439	0.1045028499
440	0.1044500959
441	0.104387398
442	0.1042862013
443	0.1042304537
444	0.1041392547
445	0.1040681542
446	0.1040548047
447	0.1040436066
448	0.1039425069
449	0.1039187421
450	0.1037923652
451	0.1037002893
452	0.1035669474
453	0.1035003684
454	0.1034798252
455	0.1033983606
456	0.1032733404
457	0.1032319305
458	0.1031719937
459	0.1030370567
460	0.1030176326
461	0.1029329998
462	0.1028503228
463	0.1027624348
464	0.1026881245
465	0.1025851901
466	0.1024900437
467	0.1024272321
468	0.1023038726
469	0.1022244306
470	0.1021255164
471	0.1021152587
472	0.1019857459
473	0.1019651155
474	0.1019517631
475	0.1018205478
476	0.1016817974
477	0.1015905594
478	0.1014847404
479	0.101402231
480	0.1012761572
481	0.101246447
482	0.1011937651
483	0.1010897917
484	0.1009363654
485	0.1009250789
486	0.1008985586
487	0.1008710886
488	0.1007885144
489	0.1007213288
490	0.1006289962
491	0.1005433775
492	0.1005240187
493	0.1004263055
494	0.1003299643
495	0.1002625022
496	0.1001705151
497	0.100060577
498	0.09990783006
499	0.09989825367
500	0.09975419857
501	0.09959054867
502	0.09957339727
503	0.0994936384
504	0.0994781737
505	0.0993787201
506	0.09927383376
507	0.09918169305
508	0.09916272
509	0.09908573535
510	0.09900688718
511	0.0989126471
512	0.09881671896
513	0.09876120336
514	0.09868392988
515	0.09862374887
516	0.09860560237
517	0.09850830543
518	0.09842105923
519	0.09827899973
520	0.09821870863
521	0.09820166377
522	0.09818711327
523	0.09809520797
524	0.09800438818
525	0.097859296
526	0.09778036562
527	0.09772589548
528	0.097711776
529	0.09761768649
530	0.09759990877
531	0.097490587
532	0.09738666687
533	0.09737148626
534	0.0973561227
535	0.09734601704
536	0.09726102087
537	0.09717509573
538	0.09711370724
539	0.0970987188
540	0.09708764497
541	0.0969619127
542	0.09694863836
543	0.09690095332
544	0.09688814731
545	0.09676163612
546	0.096734184
547	0.09672062102
548	0.09655745432
549	0.09654021429
550	0.09644009798
551	0.09638717058
552	0.09637750206
553	0.09630785068
554	0.09626216904
555	0.09621206761
556	0.09615253223
557	0.09596749075
558	0.09595445954
559	0.09594410374
560	0.09578875436
561	0.09574162215
562	0.09570619701
563	0.09569518757
564	0.09562024624
565	0.09560889655
566	0.09554760444
567	0.09548238754
568	0.09547248413
569	0.09546352432
570	0.09545284759
571	0.09539624514
572	0.09532856738
573	0.09531786091
574	0.09517115188
575	0.09511960693
576	0.09500416911
577	0.09499521568
578	0.09484872884
579	0.09474888069
580	0.09472207204
581	0.09463268863
582	0.09462615272
583	0.09456801417
584	0.09449733202
585	0.09448576382
586	0.09440302962
587	0.09435079842
588	0.0942814874
589	0.09422377727
590	0.0941337942
591	0.09412238654
592	0.09408027706
593	0.09396001036
594	0.09390580339
595	0.09384605823
596	0.0938348276
597	0.09382451695
598	0.09381671022
599	0.09380856637
600	0.09369875839
601	0.09368777318
602	0.09361211585
603	0.09360283516
604	0.09349928218
605	0.09340262282
606	0.09331976905
607	0.09321540523
608	0.09313504243
609	0.09308673019
610	0.09303024075
611	0.09297271208
612	0.09295366112
613	0.09294620822
614	0.09283814468
615	0.09274613644
616	0.0926927943
617	0.09261251453
618	0.09249872429
619	0.09249122242
620	0.09247804838
621	0.09242328887
622	0.09241631467
623	0.09237067902
624	0.09230287936
625	0.09219555339
626	0.09218592883
627	0.09209698787
628	0.09197040593
629	0.09190357433
630	0.09186546273
631	0.0918553651
632	0.09176939775
633	0.09176110432
634	0.09175440937
635	0.09167969626
636	0.09162832469
637	0.09161990246
638	0.09158680409
639	0.09155930864
640	0.09147100573
641	0.09146439213
642	0.09142677189
643	0.0914171742
644	0.09137363608
645	0.09136736538
646	0.09122578217
647	0.09115767562
648	0.09107290929
649	0.09100435889
650	0.09098082761
651	0.09093073532
652	0.09092293998
653	0.09085956105
654	0.09078101461
655	0.09077353288
656	0.09076433794
657	0.09075773065
658	0.09075112439
659	0.09066843396
660	0.09066154087
661	0.0906124234
662	0.09059705305
663	0.09058932076
664	0.09058251837
665	0.09047903877
666	0.09040150708
667	0.09034853763
668	0.090281731
669	0.09023752305
670	0.09023112884
671	0.09015603974
672	0.09014064854
673	0.09013193515
674	0.09012489092
675	0.0900625305
676	0.0900278908
677	0.09002195502
678	0.09001607172
679	0.08996747249
680	0.08987826199
681	0.08982190265
682	0.08975218995
683	0.08974640257
684	0.08974110637
685	0.089734346
686	0.08967475112
687	0.08959859066
688	0.08956098372
689	0.08953452554
690	0.08950466663
691	0.08949748377
692	0.0894891153
693	0.08939819651
694	0.08935691359
695	0.08934907763
696	0.08932456212
697	0.08931905997
698	0.08927640496
699	0.08919361894
700	0.08915353933
701	0.08911875678
702	0.08905870865
703	0.08898204836
704	0.08894296753
705	0.08893435958
706	0.08891580529
707	0.0889076647
708	0.0887982795
709	0.08879106184
710	0.08878430182
711	0.08874418678
712	0.08873740659
713	0.08868273189
714	0.08859101327
715	0.08854363567
716	0.08847824496
717	0.08837385085
718	0.08830450389
719	0.08822785465
720	0.0882060063
721	0.08819981563
722	0.08813290344
723	0.08806289973
724	0.08797455232
725	0.08791039468
726	0.08788121447
727	0.08780366979
728	0.08779767319
729	0.08772132045
730	0.08771681789
731	0.08762331
732	0.0875739988
733	0.08756954667
