iter	RMSE
1504	0.06216142348
1505	0.06212509654
1506	0.06210343917
1507	0.06206930952
1508	0.06206500533
1509	0.06203915837
1510	0.06202424283
1511	0.06199055929
1512	0.06194594845
1513	0.06192278511
1514	0.06188940853
1515	0.06185917058
1516	0.06184233228
1517	0.06180900307
1518	0.06177614821
1519	0.06176125685
1520	0.06172671169
1521	0.06171022094
1522	0.06168080095
1523	0.06164906432
1524	0.06163550687
1525	0.06161407359
1526	0.06159572489
1527	0.06156391108
1528	0.06155333774
1529	0.06152246187
1530	0.06151523317
1531	0.06149372925
1532	0.06148117473
1533	0.06145271732
1534	0.06144337749
1535	0.06143728584
1536	0.06141349122
1537	0.06139161239
1538	0.06135487279
1539	0.06131375548
1540	0.06129101075
1541	0.06128156645
1542	0.06124541978
1543	0.0612353235
1544	0.06121861053
1545	0.06117875236
1546	0.06114935494
1547	0.06113097679
1548	0.0611189824
1549	0.06106998228
1550	0.06105655698
1551	0.06103123944
1552	0.06100984851
1553	0.06100631187
1554	0.06098423935
1555	0.0609751001
1556	0.06094631228
1557	0.06092158715
1558	0.06091286698
1559	0.06089709574
1560	0.06089005331
1561	0.06085734149
1562	0.06083642287
1563	0.06082081838
1564	0.06077528737
1565	0.06074599053
1566	0.06071511833
1567	0.06068259935
1568	0.0606661523
1569	0.06064764774
1570	0.06062228797
1571	0.06060973171
1572	0.06057812406
1573	0.06054737483
1574	0.06051047453
1575	0.06050242611
1576	0.06046440285
1577	0.06044679844
1578	0.06043610354
1579	0.06040764792
1580	0.06037751983
1581	0.06034309796
1582	0.06030465061
1583	0.06027586045
1584	0.06024050917
1585	0.06019821757
1586	0.06016343178
1587	0.06012941078
1588	0.06008313646
1589	0.060055959
1590	0.06004731085
1591	0.06001590036
1592	0.05997331582
1593	0.05994933112
1594	0.05993245576
1595	0.05992492433
1596	0.05990218077
1597	0.05987530968
1598	0.05983751879
1599	0.05979730446
1600	0.05976837431
1601	0.05972386924
1602	0.05970673968
1603	0.05970073169
1604	0.05965035968
1605	0.05964085427
1606	0.05960487335
1607	0.05956654549
1608	0.05953951573
1609	0.05951239329
1610	0.05948864845
1611	0.05947908809
1612	0.05943562012
1613	0.05942864186
1614	0.05939343998
1615	0.05938330296
1616	0.05935457946
1617	0.05934606212
1618	0.05932997122
1619	0.0593165037
1620	0.05928367713
1621	0.05925226137
1622	0.05924199936
1623	0.05920761406
1624	0.05917611792
1625	0.05915459502
1626	0.05912937659
1627	0.05911185667
1628	0.05909838422
1629	0.05908703199
1630	0.05906550185
1631	0.05905272206
1632	0.05904672588
1633	0.05902322185
1634	0.05901044753
1635	0.05898382532
1636	0.05895904821
1637	0.05893637814
1638	0.0588878204
1639	0.05887639477
1640	0.05883615124
1641	0.05881676771
1642	0.0587775602
1643	0.05875352745
1644	0.05873293412
1645	0.05870810427
1646	0.05869761257
1647	0.0586733104
1648	0.05865546223
1649	0.05863600856
1650	0.0585935025
1651	0.05855779246
1652	0.058540088
1653	0.05853534506
1654	0.05849851614
1655	0.05848323151
1656	0.05847553107
1657	0.0584466115
1658	0.05841088332
1659	0.05838468177
1660	0.05835265928
1661	0.05832297217
1662	0.05829579433
1663	0.05828780248
1664	0.05827842446
1665	0.05825792692
1666	0.0582465826
1667	0.05822661367
1668	0.05819226532
1669	0.05816248924
1670	0.05814902203
1671	0.05812546301
1672	0.05811146602
1673	0.05808358973
1674	0.05806032655
1675	0.0580230473
1676	0.05796487018
1677	0.05794812157
1678	0.05791793521
1679	0.0579027001
1680	0.05788126757
1681	0.05787243865
1682	0.05785502243
1683	0.05783017888
1684	0.05780043704
1685	0.05779073765
1686	0.0577546914
1687	0.05773629746
1688	0.05772166258
1689	0.05769656583
1690	0.05767442808
1691	0.05763283295
1692	0.05761906191
1693	0.05758187193
1694	0.05754920756
1695	0.05753932205
1696	0.0575283027
1697	0.05750565838
1698	0.05748810196
1699	0.05746101223
1700	0.05742164946
1701	0.05740101316
1702	0.05738357086
1703	0.05735334039
1704	0.05732920674
1705	0.0572945132
1706	0.05727409675
1707	0.05723567285
1708	0.05722372905
1709	0.05719910369
1710	0.05716992345
1711	0.05715856782
1712	0.05714229009
1713	0.05712201572
1714	0.05709994294
1715	0.05705231698
1716	0.05704646986
1717	0.05700418146
1718	0.05698473876
1719	0.05696358023
1720	0.0569441997
1721	0.05694312023
1722	0.05691612024
1723	0.05691032467
1724	0.05687716345
1725	0.0568594689
1726	0.05684507107
1727	0.05682252621
1728	0.05680302148
1729	0.05678167949
1730	0.05676318281
1731	0.05674298047
1732	0.0567279365
1733	0.05671200598
1734	0.05670367827
1735	0.05665554671
1736	0.05663123009
1737	0.05660925123
1738	0.05659395905
1739	0.0565693857
1740	0.05655806308
1741	0.05652987512
1742	0.05652464437
1743	0.05649430485
1744	0.05647620167
1745	0.05646457085
1746	0.05644408606
1747	0.05643595141
1748	0.05640454505
1749	0.05637788575
1750	0.05636334929
1751	0.05635149834
1752	0.05632382016
1753	0.05631490991
1754	0.05629522973
1755	0.05627641555
1756	0.05624606665
1757	0.05622897483
1758	0.0562110324
1759	0.05619954448
1760	0.0561943443
1761	0.05617115613
1762	0.05615380699
1763	0.0561299729
1764	0.05612102782
1765	0.05609242847
1766	0.05607601098
1767	0.05605240834
1768	0.05603417456
1769	0.05601475565
1770	0.05599332962
1771	0.05597842689
1772	0.05597448828
1773	0.05596827663
1774	0.0559424243
1775	0.05592826811
1776	0.05592140301
1777	0.0558895983
1778	0.05586368956
1779	0.05584678343
1780	0.0558103277
1781	0.05580110577
1782	0.05576433996
1783	0.05573224251
1784	0.05570376887
1785	0.05567794671
1786	0.05565115262
1787	0.05562854631
1788	0.05560280115
1789	0.05558709019
1790	0.05557631568
1791	0.05554637478
1792	0.05550830222
1793	0.05549293468
1794	0.05548527186
1795	0.05545655239
1796	0.05542396422
1797	0.05541188027
1798	0.05539544914
1799	0.05535553934
1800	0.05532974945
1801	0.05529140368
1802	0.05525592452
1803	0.05522929664
1804	0.0551999452
1805	0.0551805964
1806	0.05516236837
1807	0.05515894177
1808	0.05512235425
1809	0.05510379608
1810	0.05506877398
1811	0.05506100794
1812	0.05505807573
1813	0.05503585069
1814	0.05501985478
1815	0.05499824134
1816	0.05499085787
1817	0.05497297878
1818	0.05495768541
1819	0.05492562694
1820	0.05489182447
1821	0.05487855517
1822	0.05486726718
1823	0.05484926061
1824	0.05482179555
1825	0.05480636659
1826	0.05479182706
1827	0.05478902473
1828	0.05477977019
1829	0.05475465898
1830	0.05474249093
1831	0.05470830682
1832	0.05467361121
1833	0.05464400646
1834	0.05461953005
1835	0.05459741062
1836	0.05457067402
1837	0.05454975852
1838	0.05452931704
1839	0.05450917647
1840	0.05450196005
1841	0.05447629428
1842	0.05447423387
1843	0.05445751213
1844	0.05444420283
1845	0.05443536043
1846	0.05442584021
1847	0.05440472684
1848	0.05439994625
1849	0.05439594219
1850	0.05437805011
1851	0.05436306548
1852	0.05433486573
1853	0.05432408319
1854	0.05429776748
1855	0.05428985561
1856	0.05427611903
1857	0.05426343431
1858	0.0542542963
1859	0.05423450312
1860	0.05421505172
1861	0.05419659149
1862	0.05416456342
1863	0.0541449577
1864	0.054129056
1865	0.05410505119
1866	0.05409755567
1867	0.05407603204
1868	0.05403832686
1869	0.05400201211
1870	0.05398777312
1871	0.05397222832
1872	0.05395532951
1873	0.05391692281
1874	0.05390305132
1875	0.05386350591
1876	0.05383925762
1877	0.05382554762
1878	0.05380175195
1879	0.05377283341
1880	0.05371668137
1881	0.05370438271
1882	0.05370179069
1883	0.05366838557
1884	0.05365479381
1885	0.05362876568
1886	0.05359943294
1887	0.05358217037
1888	0.05357236364
1889	0.05354088672
1890	0.05351965097
1891	0.05347470226
1892	0.05344957157
1893	0.0534235202
1894	0.05341403554
1895	0.05340067395
1896	0.05339855595
1897	0.05338632954
1898	0.05336859214
1899	0.05334693474
1900	0.0533280882
1901	0.05331644069
1902	0.0532905097
1903	0.05328449443
1904	0.05323492653
1905	0.0532197853
1906	0.05319849817
1907	0.05318513817
1908	0.05317839815
1909	0.05314462024
1910	0.05311374208
1911	0.05310829717
1912	0.05307426629
1913	0.05304803536
1914	0.05303170484
1915	0.05301126064
1916	0.05298113449
1917	0.05297992749
1918	0.05295975361
1919	0.05295390951
1920	0.05293292867
1921	0.05292537255
1922	0.05291800396
1923	0.05290648847
1924	0.05288761653
1925	0.05285769443
1926	0.05284741786
1927	0.0528290406
1928	0.05280450627
1929	0.05278886513
1930	0.05276313238
1931	0.05275102075
1932	0.05273939836
1933	0.05272955814
1934	0.05270366025
1935	0.05269079173
1936	0.05268297069
1937	0.05266449637
1938	0.05264094555
1939	0.05263029083
1940	0.05260238905
1941	0.05257190367
1942	0.05254512061
1943	0.05253376883
1944	0.05251604673
1945	0.05249297232
1946	0.05246150366
1947	0.05241289568
1948	0.05240089794
1949	0.05237810981
1950	0.05234961481
1951	0.05234518227
1952	0.05233771076
1953	0.05232367662
1954	0.0523135347
1955	0.05229646702
1956	0.05226723719
1957	0.05223972941
1958	0.05222021612
1959	0.05220284394
1960	0.05218824052
1961	0.05216329102
1962	0.05214450389
1963	0.05213803286
1964	0.0521282175
1965	0.05212600244
1966	0.05210992633
1967	0.05210430413
1968	0.05207799475
1969	0.05206602756
1970	0.05205760032
1971	0.05205480427
1972	0.05203411826
1973	0.0520186221
1974	0.05201158763
1975	0.05200018446
1976	0.05198169295
1977	0.0519708796
1978	0.05196324651
1979	0.05195313165
1980	0.05192967403
1981	0.05190079671
1982	0.05189219762
1983	0.05188890338
1984	0.05187525224
1985	0.0518469116
1986	0.05183770294
1987	0.05181976001
1988	0.05180976821
1989	0.05178905535
1990	0.05178335897
1991	0.05176623895
1992	0.05174386952
1993	0.05171964804
1994	0.05168479416
1995	0.05166812905
1996	0.05166494127
1997	0.0516517722
1998	0.05164001116
1999	0.05161856363
2000	0.05160678282
2001	0.05158533067
2002	0.05158134338
2003	0.05156199894
2004	0.05155325659
2005	0.05153289746
2006	0.05150751856
2007	0.05147914426
2008	0.05147511578
2009	0.05146039171
2010	0.05143566185
2011	0.05140366952
2012	0.05139871742
2013	0.05138973703
2014	0.05137720711
2015	0.05136576702
2016	0.05135773018
2017	0.05133779166
2018	0.05133265614
2019	0.05131882819
2020	0.0513073985
2021	0.05128886532
2022	0.05126782874
2023	0.05124725683
2024	0.05123455532
2025	0.05122650887
2026	0.05122006857
2027	0.05120404943
2028	0.05118595417
2029	0.05116513417
2030	0.0511565929
2031	0.05113472732
2032	0.05111408114
2033	0.0510921576
2034	0.05106648395
2035	0.05105542282
2036	0.0510533261
2037	0.05104068937
2038	0.05103867821
2039	0.05101164287
2040	0.05099395602
2041	0.05096970643
2042	0.05094445052
2043	0.05093874493
2044	0.05092246281
2045	0.05090101757
2046	0.05088021536
2047	0.05087337129
2048	0.05084893324
2049	0.05083211329
2050	0.05082626898
2051	0.05079421878
2052	0.05077908636
2053	0.05076964461
2054	0.05074413114
2055	0.05073525143
2056	0.05072024091
2057	0.05071327523
2058	0.05069600684
2059	0.05068308355
2060	0.05064956059
2061	0.05064177849
2062	0.05062207109
2063	0.05061014182
2064	0.0506046061
2065	0.05058493131
2066	0.05058295857
2067	0.05055792811
2068	0.0505282022
2069	0.0505236841
2070	0.0505196625
2071	0.05050892566
2072	0.05050360074
2073	0.05049732543
2074	0.05049282212
2075	0.05046332433
2076	0.05045634665
2077	0.05045023209
2078	0.05042151103
2079	0.05039644487
2080	0.05037997903
2081	0.05036230907
2082	0.0503526041
2083	0.05032244424
2084	0.05030912874
2085	0.05030363428
2086	0.05028573743
2087	0.05024922952
2088	0.05023336455
2089	0.05020084716
2090	0.05018466052
2091	0.05015958558
2092	0.05013679925
2093	0.0501343038
2094	0.050121491
2095	0.05011612734
2096	0.05009195562
2097	0.05007298603
2098	0.05005885995
2099	0.0500203001
2100	0.05001194675
2101	0.05000444981
2102	0.05000265166
2103	0.04998975575
2104	0.04998650328
2105	0.04995987513
2106	0.04994425732
2107	0.04993274089
2108	0.04992734432
2109	0.04990905826
2110	0.04989241152
2111	0.04987394544
2112	0.0498536311
2113	0.04983322782
2114	0.04981807916
2115	0.04980610448
2116	0.04979434276
2117	0.04977853376
2118	0.04977157226
2119	0.04976686734
2120	0.04975296046
2121	0.04974780767
2122	0.04973393428
2123	0.0497184453
2124	0.04970973334
2125	0.04969036056
2126	0.04968476367
2127	0.04966779025
2128	0.04965250716
2129	0.04964742543
2130	0.04964126594
2131	0.04961463473
2132	0.0495927907
2133	0.04956804702
2134	0.04955182623
2135	0.04953463731
2136	0.04952303743
2137	0.04952079715
2138	0.04951222723
2139	0.04949624659
2140	0.04949441296
2141	0.04946859743
2142	0.04944341604
2143	0.04943045352
2144	0.04939304442
2145	0.04938814046
2146	0.04938315094
2147	0.04936206774
2148	0.04935607504
2149	0.04933048388
2150	0.04929334451
2151	0.04928770442
2152	0.04927994108
2153	0.04925527153
2154	0.0492418784
2155	0.04923227043
2156	0.0492274633
2157	0.04920635744
2158	0.04920086019
2159	0.04917723933
2160	0.0491671599
2161	0.04914895249
2162	0.04912066181
2163	0.04909821223
2164	0.04906756944
2165	0.04905533667
2166	0.04903916053
2167	0.0490302313
2168	0.04900791082
2169	0.04900495099
2170	0.04898337064
2171	0.04897651883
2172	0.04895204424
2173	0.04893731623
2174	0.0489253632
2175	0.04890851252
2176	0.04888794071
2177	0.04888493754
2178	0.0488758966
2179	0.04887416327
2180	0.0488550227
2181	0.04883110894
2182	0.04882621376
2183	0.04880354389
2184	0.04879880538
2185	0.04878173831
2186	0.04875539457
2187	0.04873599232
2188	0.04872884018
2189	0.04870957672
2190	0.04869066044
2191	0.04868014793
2192	0.04865429103
2193	0.04863627838
2194	0.04860556849
2195	0.04857767206
2196	0.04854777197
2197	0.04853708482
2198	0.04851918953
2199	0.048505369
2200	0.04847483378
2201	0.0484696699
2202	0.04845213699
2203	0.04843366456
2204	0.04841845018
2205	0.04839458958
2206	0.0483879178
2207	0.04836279793
2208	0.04835974548
2209	0.04834649145
2210	0.04832867916
2211	0.04832268734
2212	0.04832068579
2213	0.04828658642
2214	0.04827866268
2215	0.04826383593
2216	0.04824258766
2217	0.04821292455
2218	0.04820387372
2219	0.04818038572
2220	0.04817183823
2221	0.0481507698
2222	0.04814402111
2223	0.04812512999
2224	0.04810410766
2225	0.04807965187
2226	0.04806391567
2227	0.04806081664
2228	0.04805326121
2229	0.04805078734
2230	0.04803062369
2231	0.04802517376
2232	0.04801844558
2233	0.04801238418
2234	0.04798342666
2235	0.04796482331
2236	0.04793020114
2237	0.04791993187
2238	0.04791600457
2239	0.04789535755
2240	0.04788457532
2241	0.04786673388
2242	0.04782107882
2243	0.04781933427
2244	0.04779903493
2245	0.04778811362
2246	0.0477781853
2247	0.04775920218
2248	0.04774102948
2249	0.0477210888
2250	0.04770832084
2251	0.04767860219
2252	0.04766766266
2253	0.04764865347
2254	0.04763722019
2255	0.04761205554
2256	0.04760533658
2257	0.04758961298
2258	0.04756864944
2259	0.04756163758
2260	0.04753702754
2261	0.04752847031
2262	0.04750774141
2263	0.04748761683
2264	0.04747461903
2265	0.04746510631
2266	0.04745952873
2267	0.04744392413
2268	0.04743851806
2269	0.04743460622
2270	0.0474317704
2271	0.04741018607
2272	0.04739361659
2273	0.0473712579
2274	0.04734934203
2275	0.04732170303
2276	0.04731707552
2277	0.0473136178
2278	0.04730081309
2279	0.04729714924
2280	0.0472714881
2281	0.0472504531
2282	0.04724338287
2283	0.04722986218
2284	0.04721198215
2285	0.04720334319
2286	0.04717966258
2287	0.04717259069
2288	0.04716791305
2289	0.04714771721
2290	0.04713690871
2291	0.04712650837
2292	0.04709432455
2293	0.04707446761
2294	0.0470586952
2295	0.04704690329
2296	0.04703904393
