iter	RMSE
297	0.1358607842
298	0.1356801629
299	0.135444239
300	0.1353470321
301	0.135300346
302	0.1351904421
303	0.1350476949
304	0.1349014608
305	0.1346405321
306	0.1345226961
307	0.1344767944
308	0.1343439322
309	0.1340438149
310	0.1338652755
311	0.1336937312
312	0.1335346779
313	0.1333556258
314	0.1332166569
315	0.1331579703
316	0.1330203866
317	0.1329248724
318	0.1327672886
319	0.1326114497
320	0.1324386271
321	0.1322327164
322	0.1320921619
323	0.1319058124
324	0.1318326793
325	0.1317252293
326	0.1316009549
327	0.1315239047
328	0.1312651931
329	0.1312007334
330	0.1310129052
331	0.130915651
332	0.1307786457
333	0.1305574458
334	0.1304096653
335	0.1302224486
336	0.1301930642
337	0.1300432746
338	0.1298707394
339	0.1296760069
340	0.1295898133
341	0.1294735347
342	0.1292908166
343	0.1291001361
344	0.1289299681
345	0.1287829988
346	0.1287829983
347	0.1286329479
348	0.1285156738
349	0.1283439011
350	0.128211518
351	0.1280998217
352	0.1280779879
353	0.1279681633
354	0.1278486095
355	0.1276916576
356	0.1275698087
357	0.127400796
358	0.1272870559
359	0.1271668812
360	0.1270444542
361	0.126904113
362	0.1267936886
363	0.1266390482
364	0.1264490706
365	0.1263774638
366	0.1262042114
367	0.1260458996
368	0.1259739468
369	0.1258658711
370	0.125699622
371	0.1255857799
372	0.125446588
373	0.1253426501
374	0.1252165054
375	0.1251669318
376	0.1250320465
377	0.1249261022
378	0.1248710148
379	0.1248437208
380	0.1247015508
381	0.1245099265
382	0.1243791157
383	0.1241979752
384	0.1240637553
385	0.1238927437
386	0.1238343092
387	0.123745501
388	0.1235581857
389	0.1233551648
390	0.1233036701
391	0.1232194697
392	0.1230360485
393	0.1229109481
394	0.1227840318
395	0.1226455727
396	0.1224218223
397	0.122325008
398	0.1221770221
399	0.1220888822
400	0.121960763
401	0.1218475234
402	0.1217496711
403	0.1215742026
404	0.1213409801
405	0.1212920212
406	0.1212279558
407	0.1210384384
408	0.1209120581
409	0.1208345667
410	0.12073533
411	0.1206666968
412	0.1205673425
413	0.1204458446
414	0.1202944639
415	0.1202089063
416	0.1201474253
417	0.1200565837
418	0.1199647419
419	0.1197755181
420	0.1197170336
421	0.1196455827
422	0.1194794183
423	0.1193887619
424	0.1192085624
425	0.1191862244
426	0.1190657717
427	0.1188720929
428	0.1187494273
429	0.1186711073
430	0.1185878963
431	0.1184700014
432	0.1183870072
433	0.1182836255
434	0.1182311048
435	0.1181378244
436	0.1179967107
437	0.1179358037
438	0.1178482225
439	0.1177012981
440	0.1176135118
441	0.1175016619
442	0.1174240749
443	0.1172459002
444	0.1171976445
445	0.1170645712
446	0.1169270718
447	0.1168154063
448	0.1168154058
449	0.1166673101
450	0.1166111602
451	0.1165067259
452	0.1163701357
453	0.1163033672
454	0.1162272404
455	0.1161026453
456	0.1159778741
457	0.1158869319
458	0.1157773514
459	0.1156758576
460	0.1155822377
461	0.1154684888
462	0.115308787
463	0.1150935145
464	0.1150010957
465	0.1149365252
466	0.1148317016
467	0.1147895147
468	0.1147097936
469	0.1146132628
470	0.1145182207
471	0.1144364106
472	0.1143293501
473	0.114265798
474	0.1141408507
475	0.1141106393
476	0.1140323216
477	0.1139470092
478	0.1137874606
479	0.1136964503
480	0.1135815749
481	0.1134763466
482	0.1134021191
483	0.1133231666
484	0.1132391145
485	0.1131435827
486	0.1130245734
487	0.1129386493
488	0.1129281754
489	0.1128806888
490	0.1127755582
491	0.1127351979
492	0.1126804948
493	0.1126091723
494	0.112566046
495	0.1125224134
496	0.1124517959
497	0.1123373737
498	0.1122280202
499	0.1121757013
500	0.1120936181
501	0.1120298728
502	0.1119478738
503	0.1118456356
504	0.1117883709
505	0.1117030259
506	0.1115974416
507	0.1115425149
508	0.1114164763
509	0.111205988
510	0.1111659473
511	0.1110698486
512	0.1109821818
513	0.1109291692
514	0.1108004282
515	0.1107040738
516	0.1106297875
517	0.1105563457
518	0.1104625007
519	0.1103608752
520	0.1102702886
521	0.1101996576
522	0.110094456
523	0.1100545554
524	0.1100013122
525	0.1099019263
526	0.1097632844
527	0.1097328228
528	0.1096971957
529	0.1095758689
530	0.1094792201
531	0.1093581621
532	0.1093247218
533	0.1092772067
534	0.1092657194
535	0.1091362801
536	0.1089623888
537	0.1088522794
538	0.1087506361
539	0.1086946972
540	0.1085785622
541	0.1085569136
542	0.1084638535
543	0.1084409211
544	0.1084055732
545	0.1083407456
546	0.1082290298
547	0.1081073523
548	0.1080353062
549	0.1079624233
550	0.1079384715
551	0.1078551519
552	0.1077502252
553	0.1077083472
554	0.1076518787
555	0.1075352103
556	0.1074594762
557	0.1073196448
558	0.1072280588
559	0.1071204022
560	0.1070115218
561	0.106922141
562	0.1068422729
563	0.1067137412
564	0.1066305476
565	0.1065731077
566	0.1064217114
567	0.1063298318
568	0.1062421693
569	0.1061529884
570	0.1060357034
571	0.1059119421
572	0.1058545755
573	0.1057542051
574	0.1055980186
575	0.1055338871
576	0.1054264607
577	0.1052917958
578	0.1050629745
579	0.1049827517
580	0.1049147102
581	0.1048193079
582	0.1047861132
583	0.1046884512
584	0.1045434928
585	0.1043878839
586	0.1042862388
587	0.1042217372
588	0.1040986984
589	0.1040110561
590	0.1039175711
591	0.1038302494
592	0.1037703536
593	0.1036497494
594	0.1035813187
595	0.10344118
596	0.1033476455
597	0.1031915882
598	0.1031216858
599	0.103008171
600	0.1028957622
601	0.1027874209
602	0.1026773872
603	0.1026160206
604	0.1024831464
605	0.1023737789
606	0.1022626993
607	0.1021469453
608	0.1020607313
609	0.1019676152
610	0.1018514796
611	0.1018080483
612	0.1016920076
613	0.1015382549
614	0.1014273144
615	0.1013143038
616	0.1011949277
617	0.1011204611
618	0.1010056554
619	0.1008850684
620	0.1008650544
621	0.1006820766
622	0.1006086906
623	0.100484895
624	0.1003789847
625	0.1003312613
626	0.1002415023
627	0.1001442347
628	0.1000645494
629	0.09997046512
630	0.09990693739
631	0.09979983139
632	0.09969803645
633	0.09958712469
634	0.09948038291
635	0.09941244073
636	0.09933175551
637	0.09923997451
638	0.09914663262
639	0.09908366512
640	0.09903302864
641	0.09890868192
642	0.09885613856
643	0.09877438694
644	0.09866102481
645	0.09860588881
646	0.09852303068
647	0.09844347412
648	0.09835853589
649	0.09826356864
650	0.09820650914
651	0.09814370901
652	0.09804010715
653	0.0979168479
654	0.0978003894
655	0.09775739981
656	0.09765708903
657	0.09761293828
658	0.09752689905
659	0.0974584726
660	0.09737183228
661	0.09729036431
662	0.09722816786
663	0.09712022053
664	0.09706065976
665	0.0970031022
666	0.09692668821
667	0.09680857244
668	0.09672336256
669	0.09661349168
670	0.09653037411
671	0.09647425547
672	0.09639740253
673	0.09634231294
674	0.09628372899
675	0.0961678953
676	0.0960817903
677	0.09600823632
678	0.09591508381
679	0.09582313653
680	0.09573045904
681	0.0956735648
682	0.09550961713
683	0.09543462966
684	0.09534112906
685	0.09530681
686	0.0952462851
687	0.0951517747
688	0.09507091355
689	0.0949826748
690	0.09487867528
691	0.0947977078
692	0.09474547709
693	0.09467087954
694	0.09457129215
695	0.09450692992
696	0.0944178172
697	0.09436813678
698	0.09426781766
699	0.09417144176
700	0.09412432029
701	0.09404996932
702	0.09392349878
703	0.09381029256
704	0.09376484747
705	0.09368506501
706	0.09359844276
707	0.09352492774
708	0.09346147181
709	0.09338622432
710	0.09330766584
711	0.0932304225
712	0.09315331467
713	0.09309386275
714	0.09297721831
715	0.09291141798
716	0.09279864403
717	0.09272177824
718	0.09267616395
719	0.09262801595
720	0.0925484105
721	0.09248653588
722	0.09244084043
723	0.09237664466
724	0.09230736317
725	0.09224383404
726	0.09216966048
727	0.09213506221
728	0.09209803246
729	0.09204672303
730	0.09191122526
731	0.09185177252
732	0.09174830055
733	0.0916828375
734	0.09160739561
735	0.0915459455
736	0.09147535022
737	0.09138751602
738	0.09132335732
739	0.0912519817
740	0.09118655481
741	0.09111136116
742	0.09102341985
743	0.09092413531
744	0.09085947273
745	0.09080628856
746	0.09076472064
747	0.09067539405
748	0.09058072207
749	0.09052198251
750	0.09046415712
751	0.0904306057
752	0.09035205274
753	0.09030603788
754	0.09018884905
755	0.0901304825
756	0.09008698672
757	0.09002608896
758	0.08997399952
759	0.08992608062
760	0.08985200947
761	0.08979359701
762	0.08972300815
763	0.08963952839
764	0.08959031078
765	0.08949434048
766	0.08945454719
767	0.08938112815
768	0.08931301558
769	0.08927508001
770	0.08921382757
771	0.08915041662
772	0.08905132977
773	0.08898363531
774	0.08893643114
775	0.08885204389
776	0.08879801624
777	0.08875740342
778	0.08870468764
779	0.08866582885
780	0.08864319392
781	0.08859118651
782	0.0884967834
783	0.08845796855
784	0.08835781011
785	0.08829334654
786	0.08823573919
787	0.08819328746
788	0.08814177238
789	0.08805842216
790	0.08800372224
791	0.08792574782
792	0.08788396557
793	0.08782529288
794	0.08778495975
795	0.08767137377
796	0.08760794132
797	0.08754564878
798	0.08745765209
799	0.08742723562
800	0.08738879288
801	0.08733153522
802	0.08725701333
803	0.08715994657
804	0.08712902819
805	0.08709259572
806	0.08701990183
807	0.08698234584
808	0.08690437457
809	0.08684038629
810	0.08677028183
811	0.08667005413
812	0.0866070697
813	0.08651621372
814	0.08647394512
815	0.08640295921
816	0.08633867036
817	0.0862935073
818	0.08624512484
819	0.08618643731
820	0.08615768386
821	0.08609475179
822	0.08606216052
823	0.08601514174
824	0.08594207759
825	0.08590667206
826	0.08587948877
827	0.08582246856
828	0.08574984865
829	0.08569017857
830	0.0856454807
831	0.08560317077
832	0.08554339761
833	0.08551224857
834	0.0854445307
835	0.08540416181
836	0.08534979203
837	0.08530328952
838	0.08526290369
839	0.08522271975
840	0.0851992535
841	0.08514463589
842	0.08511351251
843	0.08504361373
844	0.08499940489
845	0.08494275099
846	0.08490094589
847	0.08485960309
848	0.08482520869
849	0.0847453733
850	0.08465754079
851	0.08458337695
852	0.08446380478
853	0.08439583348
854	0.08435362348
855	0.08429515384
856	0.0842449934
857	0.08416354437
858	0.08409627325
859	0.08404866691
860	0.08400977605
861	0.08397604269
862	0.08393492722
863	0.08387991787
864	0.08383078437
865	0.08381018039
866	0.08373483932
867	0.08369096163
868	0.08363540041
869	0.08356102239
870	0.08352724689
871	0.08348318545
872	0.08341845829
873	0.08338710952
874	0.08335877915
875	0.08332602342
876	0.08329864175
877	0.08324346176
878	0.08317333636
879	0.08314020154
880	0.08310593503
881	0.08304900532
882	0.08300687334
883	0.08292568319
884	0.08289507383
885	0.08286183599
886	0.08282643449
887	0.08280205774
888	0.08274868713
889	0.08271073107
890	0.08265207946
891	0.08261653646
892	0.08255775235
893	0.08251925139
894	0.08248782998
895	0.08246112507
896	0.08238846362
897	0.08235815978
898	0.08227786711
899	0.08223694892
900	0.08216756235
901	0.08208942457
902	0.08205010504
903	0.08199503611
904	0.08190615757
905	0.08185721116
906	0.08182409924
907	0.08180040711
908	0.0817164145
909	0.08166883896
910	0.08161879319
911	0.08157865115
912	0.08150125282
913	0.08141770553
914	0.0813775647
915	0.08134395366
916	0.08131450301
917	0.08125727629
918	0.08118887368
919	0.08115463822
920	0.08109832857
921	0.08107963124
922	0.08104674197
923	0.08102337372
924	0.08098094498
925	0.08095572688
926	0.08090442591
927	0.08087524486
928	0.08082371144
929	0.08079630409
930	0.08076692214
931	0.08071691558
932	0.08067313122
933	0.08062362869
934	0.08056730074
935	0.08051446129
936	0.08045149725
937	0.08040686229
938	0.08033249484
939	0.08028026757
940	0.08026208042
941	0.08021455122
942	0.08014326934
943	0.08007573714
944	0.08003882956
945	0.07995663378
946	0.07992315787
947	0.0798846553
948	0.07984077029
949	0.07975491428
950	0.07970210493
951	0.07966732114
952	0.07961092784
953	0.07956332725
954	0.0795159502
955	0.07946305277
956	0.07944006948
957	0.07939892141
958	0.07937564761
959	0.07935754674
960	0.07929524899
961	0.07920949463
962	0.07917079145
963	0.0791109743
964	0.07908727797
965	0.07906597326
966	0.07901520921
967	0.07895855738
968	0.07888308725
969	0.0788473098
970	0.07881873529
971	0.07879275551
972	0.07874834487
973	0.07870882513
974	0.07865761323
975	0.0786114463
976	0.07859088814
977	0.07855328976
978	0.07851264751
979	0.07846319942
980	0.07841224821
981	0.07833457198
982	0.07830895761
983	0.07825325267
984	0.07822548745
985	0.07819322524
986	0.07815475421
987	0.07811941886
988	0.07807705704
989	0.07805737298
990	0.07799765336
991	0.07794938115
992	0.07790482169
993	0.07788890523
994	0.07785111911
995	0.07781877728
996	0.07776380456
997	0.07774658485
998	0.07771571963
999	0.07767890253
1000	0.07764938448
1001	0.07761925472
1002	0.07757024877
1003	0.07752874736
1004	0.07746779905
1005	0.07740974596
1006	0.07738287778
1007	0.07735333517
1008	0.07732453835
1009	0.07730332509
1010	0.07727041562
1011	0.07722102715
1012	0.07719532325
1013	0.0771543722
1014	0.0771302025
1015	0.07707307881
1016	0.07704225638
1017	0.07697103765
1018	0.0769272804
1019	0.07687808137
1020	0.07686340296
1021	0.07682044348
1022	0.07678510228
1023	0.0767621405
1024	0.07669278007
1025	0.07664776883
1026	0.07661595088
1027	0.07658095911
1028	0.07654719318
1029	0.07652224891
1030	0.07649520399
1031	0.07645574829
1032	0.07639839386
1033	0.07635476588
1034	0.07631860771
1035	0.07629488257
1036	0.0762437172
1037	0.07620997864
1038	0.07616328086
1039	0.0761155644
1040	0.07609532674
1041	0.07605955151
1042	0.07600825628
1043	0.07597290322
1044	0.07595515066
1045	0.07591176748
1046	0.07587450846
1047	0.07584650916
1048	0.07580636456
1049	0.07575351963
1050	0.07570783026
1051	0.07568675569
1052	0.07563663089
1053	0.0756111886
1054	0.07557203387
1055	0.07554395005
1056	0.07550630853
1057	0.07548564992
1058	0.07543559045
1059	0.07540259635
1060	0.07537135171
1061	0.07531959803
1062	0.07527447588
1063	0.0752376022
1064	0.07520147579
1065	0.07517067151
1066	0.07515102829
1067	0.07512059131
1068	0.07508887175
1069	0.07505369234
1070	0.0750372795
1071	0.07501765622
1072	0.07499152351
1073	0.0749466729
1074	0.07491026572
1075	0.07487640418
1076	0.07485409122
1077	0.07477145584
1078	0.07473731783
1079	0.07470500643
1080	0.07466877299
1081	0.07464020282
1082	0.07460145965
1083	0.07456493842
1084	0.07453725363
1085	0.07449145012
1086	0.07444192354
1087	0.07441808103
1088	0.07436964567
1089	0.07432584717
1090	0.0742958965
1091	0.07424048584
1092	0.07420816736
1093	0.07416631209
1094	0.0741396955
1095	0.0741088484
1096	0.07408127691
1097	0.07405046654
1098	0.07401761756
1099	0.07398383247
1100	0.07393106552
1101	0.07389715436
1102	0.07386768415
1103	0.07383576506
1104	0.07380925722
1105	0.07378403208
1106	0.07376640239
1107	0.07372963551
1108	0.07367201404
1109	0.07364640545
1110	0.07360706935
1111	0.07353736895
1112	0.073503896
1113	0.07346796938
1114	0.07342258848
1115	0.07338301767
1116	0.07336929326
1117	0.07334182118
1118	0.07330979383
1119	0.0732798911
1120	0.07324388603
1121	0.07321759537
1122	0.07315774183
1123	0.07312160729
1124	0.07309716254
1125	0.07305535223
1126	0.07303128216
1127	0.07301336734
1128	0.07298578065
1129	0.07297237709
1130	0.07293790909
1131	0.0729185074
1132	0.07284886425
1133	0.07283144299
1134	0.07280030752
1135	0.07276592953
1136	0.0727425774
1137	0.0726874752
1138	0.07265712427
1139	0.07260717033
1140	0.07258162644
1141	0.07255146178
1142	0.07249513299
1143	0.07247821193
1144	0.07244717924
1145	0.07240201427
1146	0.07235468409
1147	0.07232096147
1148	0.07228955191
1149	0.07226836924
1150	0.07224590197
1151	0.07221809588
1152	0.07216013351
1153	0.07211600486
1154	0.07205206007
1155	0.07201679119
1156	0.07198293288
1157	0.07196749234
1158	0.07194803156
1159	0.07190817249
1160	0.07188119216
1161	0.07185091509
1162	0.07182145539
1163	0.07176757478
1164	0.07173386906
1165	0.07172320946
1166	0.07167527826
1167	0.07163916673
1168	0.07161352881
1169	0.07160072013
1170	0.07156870546
1171	0.07153418603
1172	0.0714942705
1173	0.07147834522
1174	0.07143845117
1175	0.07140825444
1176	0.07137474917
1177	0.0713571942
1178	0.07133748909
1179	0.07131925327
1180	0.07130188976
1181	0.07127007263
1182	0.07125574162
1183	0.07123769578
1184	0.07120488267
1185	0.07116538496
1186	0.07112439185
1187	0.07110513444
1188	0.07106822836
1189	0.07101017325
1190	0.07098169213
1191	0.07095304603
1192	0.07089084972
1193	0.07085551317
1194	0.07080976186
1195	0.07078312124
1196	0.07076113049
1197	0.07072349936
1198	0.07069153425
1199	0.07066004986
1200	0.07064101749
1201	0.07059222638
1202	0.07056256364
1203	0.07054430529
1204	0.07051951493
1205	0.07049872939
1206	0.07046322892
1207	0.07043872682
1208	0.07042719394
1209	0.07038868549
1210	0.07036892034
1211	0.07033781229
1212	0.07032709406
1213	0.07030484262
1214	0.07028083422
1215	0.0702603694
1216	0.07021245723
1217	0.07016737644
1218	0.07013634341
1219	0.07007030444
1220	0.07002387156
1221	0.06999209629
1222	0.06997294649
1223	0.06993585591
1224	0.06989427544
1225	0.0698593904
1226	0.06981430597
1227	0.06980379978
1228	0.06977274743
1229	0.0697338598
1230	0.06969783032
1231	0.06966873464
1232	0.06962652117
1233	0.06959954626
1234	0.06956071421
1235	0.06953213686
1236	0.06950302781
1237	0.06947725181
1238	0.06944063574
1239	0.06941730432
1240	0.0693978068
1241	0.0693860693
1242	0.06935918765
1243	0.06933688538
1244	0.06928847803
1245	0.0692561255
1246	0.06921552465
1247	0.06917433757
1248	0.06913262957
1249	0.06912182795
1250	0.06910134126
1251	0.06907919941
1252	0.06899974172
1253	0.06898508859
1254	0.06894909896
1255	0.068903218
1256	0.06887279152
1257	0.06884706787
1258	0.06880914535
1259	0.06877200036
1260	0.06874750403
1261	0.06873716475
1262	0.06871867532
1263	0.0686763216
1264	0.06864967434
1265	0.06859541582
1266	0.06856632729
1267	0.06854214552
1268	0.06850561955
1269	0.06843407616
1270	0.06839382424
1271	0.06837495917
1272	0.06834489489
1273	0.06830252369
1274	0.06829518093
1275	0.06827831597
1276	0.0682674171
1277	0.06820761422
1278	0.06815229722
1279	0.0681379274
1280	0.06812721241
1281	0.06809861844
1282	0.06808528273
1283	0.06804947084
1284	0.06801055125
1285	0.06796573533
1286	0.0679111227
1287	0.067880865
1288	0.06783784572
1289	0.06783040639
1290	0.06779502493
1291	0.06775993005
1292	0.06774494039
1293	0.0677121658
1294	0.067677732
1295	0.06765224963
1296	0.06763279123
1297	0.06761736282
1298	0.06757790037
1299	0.06755487164
1300	0.06753384971
1301	0.06753005243
1302	0.067509527
1303	0.0674847048
1304	0.06745144172
1305	0.06742787487
1306	0.0673741612
1307	0.06736724388
1308	0.0673241621
1309	0.06729105458
1310	0.06726521505
1311	0.06720595578
1312	0.06717364405
1313	0.0671670784
1314	0.06713923654
1315	0.06713096023
1316	0.06710571176
1317	0.06709696199
1318	0.06708001016
1319	0.06703796827
1320	0.0670001693
1321	0.06695565237
1322	0.06692580597
1323	0.06690554438
1324	0.06687787738
1325	0.06685260224
1326	0.06682142239
1327	0.06678304294
1328	0.06676483038
1329	0.06675438376
1330	0.06673404241
1331	0.06670066902
1332	0.0666793662
1333	0.06667070399
1334	0.06666321177
1335	0.06663207089
1336	0.06662338704
1337	0.06661171783
1338	0.06660311103
1339	0.06657479188
1340	0.06654367095
1341	0.06652810045
1342	0.06649771243
1343	0.06646638155
1344	0.06641814827
1345	0.06640561099
1346	0.06638075268
1347	0.06634956879
1348	0.06633379644
1349	0.06631369593
1350	0.06627975733
1351	0.06624907569
1352	0.06621124578
1353	0.06618865839
1354	0.06615216796
1355	0.06611027494
1356	0.06607834644
1357	0.0660392568
1358	0.06601764546
1359	0.06601294301
1360	0.06600624032
1361	0.06599206599
1362	0.06592806496
1363	0.065897147
1364	0.06583784309
1365	0.06580250256
1366	0.06577853999
1367	0.0657717461
1368	0.06576520993
1369	0.06574569617
1370	0.06571504927
1371	0.06566253722
1372	0.06564128988
1373	0.06560623373
1374	0.06559721956
1375	0.06555199904
1376	0.06553183934
1377	0.06551529566
1378	0.06546800018
1379	0.06542539597
1380	0.0654180087
1381	0.06540418768
1382	0.065384729
1383	0.0653603255
1384	0.06534375491
1385	0.06533049735
1386	0.06530969526
1387	0.06530191332
1388	0.06527472592
1389	0.06525074098
1390	0.06523113986
1391	0.06518801032
1392	0.0651542756
1393	0.06511778949
1394	0.06509889233
1395	0.06508073379
1396	0.0650401799
1397	0.06499590113
1398	0.06495458171
1399	0.06493787403
1400	0.06491699499
1401	0.06490099699
1402	0.06487839333
1403	0.06485136564
1404	0.06483947363
1405	0.06482087191
1406	0.06479563574
1407	0.06476017775
1408	0.0647536587
1409	0.06474182992
1410	0.06473193926
1411	0.06469445192
1412	0.064649562
1413	0.06462189674
1414	0.06459103644
1415	0.06456984634
1416	0.06455839026
1417	0.06453602872
1418	0.06453190808
1419	0.06450668474
1420	0.06449980934
1421	0.06445753815
1422	0.06442510372
1423	0.06439985587
1424	0.06437492678
1425	0.06435344626
1426	0.06434632685
1427	0.06431326468
1428	0.06430072612
1429	0.06427069679
1430	0.06424078604
1431	0.06420718486
1432	0.06419008639
1433	0.06415788748
1434	0.06412688461
1435	0.06409115107
1436	0.06402379741
1437	0.06397196576
1438	0.06394413069
1439	0.06392347665
1440	0.06389488985
1441	0.06386607711
1442	0.06383076824
1443	0.06379331355
1444	0.06375440988
1445	0.0637225668
1446	0.06368902066
1447	0.06367352204
1448	0.0636433143
1449	0.06363460452
1450	0.06361905902
1451	0.06360134181
1452	0.06357347946
1453	0.06355170222
1454	0.06351660061
1455	0.06347529638
1456	0.06346783354
1457	0.06343638226
1458	0.063417631
1459	0.06339733429
1460	0.06337450062
1461	0.06334825449
1462	0.06330899599
1463	0.0632754386
1464	0.06325275893
1465	0.06322106762
1466	0.06321261886
1467	0.06318161871
1468	0.0631503081
1469	0.06312822152
1470	0.06311948515
1471	0.06309615721
1472	0.06305587679
1473	0.06302741681
1474	0.063005327
1475	0.06297082282
1476	0.06292921405
1477	0.06290729193
1478	0.06288103108
1479	0.06286573883
1480	0.06283237649
1481	0.0628206509
1482	0.06280477385
1483	0.06274130834
1484	0.06271055484
1485	0.06266684048
1486	0.06264306527
1487	0.06262151123
1488	0.06261202465
1489	0.06258195259
1490	0.06253230298
1491	0.06250594935
1492	0.06248854852
1493	0.06246605236
1494	0.06243189287
1495	0.06241368047
1496	0.0623952758
1497	0.06237433775
1498	0.06234903522
1499	0.06232231495
1500	0.06229304665
1501	0.06227674316
1502	0.06225180888
1503	0.06218712806
